"Planet_Name","Orbit_Period","Planet_Radius","Planet_Mass","Stellar_Flux","Temperature","Star_Temperature","Star_Mass","Planet_Density","Escape_Velocity","Gravity","ESI_Standard","ESI_Weighted","ESI_Custom","ESI_Revised"
"K2-108 b",4.73401,5.28,59.4,762,1446,5474,1.12,2.22324293954851,37.5239307713674,20.9232954545455,0.145820357126341,0.0893905050301602,0.324676881651972,-0.0766318112218225
"K2-114 b",11.3909311,10.447,638.8351,40,701,4920,0.86,3.08685500351004,87.4844070111537,57.4800408712462,0.10952021372102,0.255732475207755,0.314457735967924,0.00967440226587479
"K2-140 b",6.569188,13.563,295.58042,204,962,5585,0.96,0.652695503867938,52.2266314012026,15.7788601209245,0.0713517817598133,0.107251291602151,0.284402487228792,-0.0415485730167879
"K2-180 b",8.8665,2.242,11.44182,67,729,5110,0.71,5.59358872086536,25.2732920715965,22.3529775807092,0.262163730263219,0.339774415842098,0.415677065647346,0.125082225396384
"K2-182 b",4.7369683,2.69,20,146.9,969,5170,0.86,5.66076857174174,30.5049925075755,27.1416923480881,0.230943241218288,0.240922670727751,0.378803559501175,0.0279152204379396
"K2-199 b",3.2253993,1.73,6.9,116.2,913,4491,0.71,7.34197710286038,22.3425921919143,22.6395803401383,0.279700102611379,0.276492367642875,0.417641084346949,0.062107511323035
"K2-199 c",7.3744897,2.85,12.4,38.6,694,4491,0.71,2.95113685329752,23.3356808968609,14.9914435210834,0.247524209600359,0.340980337221086,0.410379743377423,0.156788725667361
"K2-216 b",2.1748,1.75,8,248,1103,4503,0.7,8.22390500927644,23.9198269827315,25.6522448979592,0.272545388580975,0.215674119440295,0.397428209574842,-0.00126233435407697
"K2-237 b",2.18053539,16.197,433.20012,1860,1828,6360,1.26,0.56167755054108,57.8574192462844,16.2155204277011,0.0569256117100124,-0.0420289024339826,0.253472802824533,-0.182214937339848
"K2-24 b",20.8851,5.68,21,60,767,5743,1.12,0.631359227226071,21.5113439488442,6.39196092045229,0.155506100889436,0.211255929522831,0.338928762231207,0.0340559194664161
"K2-24 c",42.3633,7.82,27,24,606,5743,1.12,0.311061132895797,20.7878976733596,4.3357251718657,0.150204681865843,0.250352363838053,0.332388789581823,0.0491334968649629
"K2-25 b",3.48456408,3.44,24.5,9.91,494,3207,0.26,3.31583568455183,29.8562931108802,20.3310911303407,0.303948958871431,0.46384373101197,0.379934868309887,0.228986728487553
"K2-261 b",11.633478,9.528,59.75174,180,1046,5445,1.09,0.380581396738729,28.0160219453316,6.46336299622624,0.0960719359576403,0.0951245333379737,0.286944096474022,-0.0705482508370103
"K2-266 b",0.658524,3.3,11.26782,879.5,1515,4285,0.69,1.72742947402841,20.6725973241489,10.1606971900826,0.19951174868916,0.0947801543767932,0.353030882327058,-0.0647479879232509
"K2-266 c",7.814,0.705,0.29013,32.4,664,4285,0.69,4.56170851761404,7.17684927284899,5.73226014787989,0.324070540994158,0.397641970562492,0.481022841060644,0.191517231820208
"K2-266 d",14.697,2.93,8.9,13.95,538,4285,0.69,1.94934805907379,19.4981433043561,10.1804330859998,0.295900637375827,0.417911251086036,0.436785845827458,0.241240256260511
"K2-266 e",19.482,2.73,14.3,9.58,490,4285,0.69,3.87213366608971,25.6046450695513,18.8417931275074,0.339401918677376,0.490771448950024,0.453430614635566,0.292053231974083
"K2-27 b",6.771315,4.48,30.9,116,902,5248,0.87,1.89333159317554,29.3813872686029,15.1186822385204,0.172541383835625,0.215441411565873,0.355920539223676,0.0494449683975627
"K2-285 b",3.471745,2.59,9.68,234.31,1089,4975,0.83,3.06957542656176,21.6281743286423,14.1705699080216,0.232135726990519,0.207476253622571,0.397338243986995,0.0379778989136085
"K2-285 c",7.138048,3.53,15.68,50.35,741,4975,0.83,1.96392178034463,23.5785851457702,12.3568602588898,0.214016155478172,0.291103751663771,0.387077433975139,0.119963504440017
"K2-285 d",10.45582,2.48,6.5,24.61,620,4975,0.83,2.34779708227975,18.1118537527514,10.3781867845994,0.282093635347599,0.381710755265198,0.445135026590994,0.203631847064098
"K2-285 e",14.76289,1.95,10.7,10.5,501,4975,0.83,7.95027567435852,26.2063566997459,27.6328731097962,0.37305283659908,0.490820340589431,0.455311429860049,0.241153252084354
"K2-292 b",16.9841,2.63,24.5,67,795,5725,1,7.41995178608337,34.1457953244402,34.7829229857306,0.243800726146371,0.295330760253807,0.387423443458562,0.0573653509119202
"K2-32 b",8.99213,5.13,16.5,77.7,817,5275,0.86,0.673339501739693,20.0638999898786,6.15688017965642,0.162223261915098,0.200176980395927,0.333691199497315,0.0136156256000584
"K2-32 c",20.6602,3.01,12.1,25.6,619,5275,0.86,2.44448922864705,22.430631579587,13.1148662818291,0.256183581627325,0.370893690047629,0.429253816956818,0.200586165900397
"K2-32 d",31.7154,3.43,10.3,14.5,537,5275,0.86,1.40623242912225,19.3866878270772,8.59726814507561,0.27217001817592,0.389185027586362,0.43255861047465,0.224079689891235
"K2-329 b",12.4551225,8.676,82.6358,45.7,650,5282,0.9,0.69712691458422,34.5268065188569,10.7805430198482,0.12093496068744,0.234261487743142,0.322772950471639,0.0793904064209968
"K2-36 b",1.422614,1.43,3.9,529,1224,4916,0.79,7.34782389488221,18.4755063442115,18.7285441830896,0.284535099571786,0.198399039362442,0.434327640325477,0.00877239197991342
"K2-36 c",5.340888,3.2,7.8,90,788,4916,0.79,1.31143542896618,17.4664392225714,7.480078125,0.215492700248244,0.257463336886582,0.384959107556428,0.073099807535429
"K2-38 b",4.01593,1.55,12,465.9,1184,5757,1.07,17.7536803366484,31.1284028850533,49.0489073881374,0.279593249265962,0.158896196115696,0.349906109593271,-0.110820612147176
"K2-38 c",10.56103,2.42,9.9,128.3,858,5757,1.07,3.8484986722162,22.6277816414358,16.6003005259204,0.244454378348536,0.284196250732658,0.418336704727607,0.102864401002247
"K2-39 b",4.60497,5.71,39.8,1356,1670,4912,1.19,1.17781475804705,29.5362630195896,11.9873267472496,0.136932616581315,0.0357491361680848,0.309856661980314,-0.111045170401765
"K2-66 b",5.06963,2.49,21.3,840,1372,5887,1.11,7.60122882429572,32.7206703874955,33.7359074853631,0.232692324933039,0.142771378326878,0.358100720729582,-0.0759023221372417
"KELT-10 b",4.1662739,15.681,215.80657,600,1377,5948,1.11,0.308351199455769,41.5028115622464,8.61843956016436,0.0598040133339631,0.00915511559282589,0.259193391182018,-0.133280562794419
"KELT-11 b",4.736529,15.356,61.97685,1433,1712,5370,1.44,0.0942969038511336,22.4754172343735,2.58098083762968,0.0598919751195838,-0.0337328634370113,0.220405850042813,-0.264813096320944
"KELT-12 b",5.031623,19.952,301.9385,1749,1800,6279,1.59,0.209440868047751,43.5209225959409,7.44829910851802,0.0471319788719559,-0.053912654339056,0.239528764252569,-0.197162394290324
"KELT-18 b",2.8717518,17.598,375.0394,3152,2085,6670,1.52,0.379130915444555,51.6462574424289,11.8921877274253,0.0525773391793035,-0.0728542095224802,0.244062410359248,-0.20648127402124
"KELT-19 A b",4.6117093,21.409,1293.5681,2340,1935,7500,1.62,0.72627717399547,86.9618003578527,27.7145620748739,0.0440298422399129,-0.0564949210802266,0.238946441244984,-0.221337407258323
"KELT-20 b",3.4741085,19.515,1074.90106,4362.5,2262,8720,1.76,0.796828884742558,83.0294254334602,27.7167859385906,0.0477373099921888,-0.0781302064316398,0.234450671445853,-0.243824626712295
"KELT-21 b",3.6127647,17.777,1242.7153,2950,2051,7598,1.46,1.21870466191761,93.538123098647,38.6159024084069,0.0521172298323938,-0.0480364082782019,0.24452213850176,-0.233479057715942
"KELT-23 A b",2.255251,14.83,298.12454,991.18,1561,5899,0.94,0.503589327505118,50.1603262393594,13.3114974102994,0.0621167023571776,-0.00996306732649876,0.261198753239843,-0.147944710559974
"KELT-24 b",5.5514926,14.258,1646.3594,750.9,1459,6509,1.46,3.12932781897998,120.216777848774,79.5277901240906,0.0646628125924035,0.0518143917776488,0.265102027210488,-0.185549192812548
"KELT-4 A b",2.9895932,19.044,286.68266,1840,1823,6206,1.2,0.228680509649281,43.4063922972216,7.76240981706499,0.0491520555628431,-0.0545318981751595,0.24273417293305,-0.19536536536075
"KELT-9 b",1.4811235,21.196,915.3504,44900,4050,10170,2.52,0.529575503177196,73.5188655989821,20.007417822054,0.0440142741471108,-0.164049427816461,0.209894051240218,-0.313689216173395
"KOI-4777.01",0.412,0.51,99.2,320,1180,3515,0.41,4120.05855419656,156.02809743559,3745.26720492118,0.260784145419421,0.0307401066963527,0.208609458924812,-0.334750804412216
"KPS-1 b",1.706291,11.545,346.4347,729,1459,5165,0.89,1.24034305275957,61.2838144693842,25.5237803829743,0.0777493311761417,0.0338832641643402,0.27547806080532,-0.134428630055997
"Kepler-1514 b",217.83184,12.42,1678.1424,3.23,388,6145,1.2,4.82576608937072,130.042608435006,106.830953970143,0.292160464713609,0.487500582778517,0.443169172259634,0.246962426816893
"Kepler-1654 b",1047.8356,9.18,158.915,0.3,206,5597,1.01,1.13172026614173,46.547158070611,18.5178694329342,0.316036738053328,0.44514884395293,0.452182313450387,0.360512398881306
"Kepler-1661 b",175.06,3.87,17,0.88,243,5100,0.84,1.61591410085603,23.44774287344,11.1464989417036,0.580849005976241,0.639616003422669,0.580152013294281,0.600650766292273
"Kepler-1704 b",988.88113,11.938,1318.98789,0.34,254,5745,1.13,4.27118447156024,117.594411124783,90.8843586527825,0.308146606391475,0.516879895209784,0.438421725274681,0.272475119764087
"Kepler-538 b",81.73778,2.215,10.6,2.99,380,5547,0.89,5.37386705306286,24.4736154740833,21.2163119302519,0.557524602564423,0.673393472845995,0.573610914574689,0.498691299252946
"L 98-59 b",2.2531136,0.85,0.4,24.7,627,3415,0.27,3.58843809559055,7.67454430548568,5.43667820069204,0.345405381850413,0.418263640733171,0.454599577045858,0.176516947216643
"L 98-59 c",3.6906777,1.385,2.22,12.8,553,3415,0.27,4.60368816530013,14.1639265300134,11.3648815962674,0.384692298500472,0.486524515045434,0.486815441721573,0.266796285697505
"L 98-59 d",7.4507245,1.521,1.94,5.01,416,3415,0.27,3.03750031869813,12.6347985754406,8.23483287449302,0.506089948287832,0.613706552415191,0.524767484933569,0.384633086457769
"LHS 1140 c",3.777931,1.282,1.81,6.16,438,3216,0.18,4.73278464962371,13.2931326850718,10.8146884377715,0.482971570636128,0.605635041328936,0.506487580205297,0.35972336972462
"LP 890-9 b",2.7299025,1.32,13.2,4.09,396,2850,0.12,31.6194551402454,35.3779012069446,74.3939393939394,0.559794239530109,0.502697833478934,0.338677441372543,0.0882266542516571
"LP 890-9 c",8.457463,1.367,25.3,0.91,272,2850,0.12,54.5653847548355,48.1291363005319,132.952032146601,0.885412920685013,0.551565054997147,0.338745097652805,0.10283271337757
"LTT 1445 A b",5.3587657,1.305,2.87,5.4,424,3340,0.26,7.1146346985956,16.590816402652,16.5490230619046,0.504941868086103,0.617897033248172,0.505498002903419,0.361501285475854
"LTT 1445 A c",3.1239035,1.147,1.54,10.9,508,3340,0.26,5.62254204226931,12.9631550713583,11.4949046411206,0.409745836427913,0.525674435906187,0.504753394482312,0.297067942302788
"LTT 3780 b",0.768377,1.35,2.34,116,1000,3360,0.38,5.23982516523257,14.7289948149937,12.6083950617284,0.297046888466228,0.265471965949471,0.448799548638866,0.0745512416180033
"LTT 3780 c",12.252131,2.42,6.29,2.88,397,3360,0.38,2.44515723719595,18.0363936171562,10.5470596270747,0.548795977326421,0.633498852431603,0.499451352403069,0.443165575015042
"NGTS-1 b",2.647298,14.908,258.07796,65.3,790,3916,0.62,0.429136059773988,46.5476576349608,11.4031184809448,0.0767073613729776,0.147707404700687,0.276800319883933,-0.00419949803243913
"NGTS-12 b",7.532806,11.747,66.10864,416,1257,5690,1.02,0.224687835738465,26.5398028184986,4.70452491781607,0.0777069728512882,0.0392325070262948,0.25986013425964,-0.145669841419317
"NGTS-13 b",4.119027,12.801,1538.2972,1096,1605,5819,1.3,4.04027383691698,122.639463169665,92.1857815906097,0.0706120581761333,0.0382454537793914,0.265340570551121,-0.204702729214153
"NGTS-15 b",3.27623,12.33,238.68913,425,1146,5600,0.99,0.701529044265728,49.222860378257,15.4176426758333,0.0745086154949807,0.0706165321123139,0.279822335165973,-0.077171086589525
"NGTS-16 b",4.84532,14.572,211.99155,480,1177,5550,1,0.377453369771147,42.6708956501881,9.80373837193663,0.0642314147294247,0.0479620923312094,0.268976723984116,-0.0941929753205426
"NGTS-17 b",3.24253,13.899,242.8209,1160,1457,5650,1.02,0.49823891380356,46.7609493379173,12.3432760661009,0.0656277795760331,0.0063846017455762,0.265710758973743,-0.132167517831119
"NGTS-18 b",3.05125,13.563,129.99182,845,1381,5610,1,0.287045659024405,34.6347610801178,6.93930519702352,0.0674042953709948,0.0136471404898765,0.258630510306848,-0.141199880495463
"NGTS-8 b",2.4997,12.218,295.5819,503,1345,5241,0.89,0.89285249891736,55.0263774248921,19.4441553685554,0.0747011412794849,0.0404441609346207,0.275448618147715,-0.113734741509424
"NGTS-9 b",4.43527,11.994,921.707,729,1448,6330,1.34,2.94308629734332,98.0723282152893,62.918199275281,0.0752340374165759,0.0581552567800998,0.273257454526152,-0.168033893053439
"Qatar-3 b",2.5079204,12.285,1369.8473,1330,1681,6007,1.15,4.07051088106677,118.135537999436,89.131932807993,0.0730238518545852,0.0300475920307073,0.265205549330244,-0.210573026666663
"Qatar-4 b",1.8053564,12.722,1938.763,614,1385,5215,0.9,5.18753205800394,138.107330457883,117.631985693554,0.0717631579771706,0.0709686460312527,0.265652043131173,-0.189345477237654
"Qatar-5 b",2.8792319,12.408,1373.0256,669,1415,5747,1.13,3.9598207283295,117.684831479653,87.5762919536532,0.0731883937626093,0.0664981071583021,0.270477769451213,-0.178586520533181
"TOI-1062 b",4.11296,2.265,10.15,232,1077,5328,0.94,4.81242160218858,23.6826874129042,19.4285825670414,0.247332063606723,0.221848488310048,0.402638229266298,0.0348076340819814
"TOI-1064 b",6.443868,2.587,13.5,62.9,784,4734,0.75,4.29582644068212,25.5564622457956,19.8085369011511,0.246963811344476,0.311813933468685,0.405353789660278,0.113505647579718
"TOI-1064 c",12.226574,2.651,2.5,26.8,634,4734,0.75,0.739287000792911,10.864186324499,3.49326908943495,0.270006824425489,0.309001084347996,0.412753691847685,0.0566775624026308
"TOI-1107 b",4.0782387,14.572,1064.72516,532,1728,6311,1.35,1.89575527667081,95.6293583862109,49.2391649886911,0.0640155451774007,0.00352973828289183,0.260430256975619,-0.200445251499034
"TOI-1201 b",2.4919863,2.415,6.28,40.6,703,3476,0.51,2.45646444704788,18.0406972788497,10.5739404772621,0.265887545095675,0.339958348185842,0.416165939113344,0.149101098882061
"TOI-1231 b",24.245586,3.65,15.4,1.93,330,3553,0.48,1.74479485472357,22.9797866894307,11.3513229498968,0.538738636589931,0.630334176739566,0.481200900271398,0.47971243442316
"TOI-1235 b",3.444717,1.694,5.9,60.3,775,3997,0.63,6.68673385931489,20.8785996952455,20.1900171310926,0.292124910460231,0.333854945198452,0.433062866169519,0.118408214007499
"TOI-1246 b",4.30744,3.01,8.1,196,955,5151,0.87,1.63639361587116,18.352334928753,8.77937329610049,0.215446962322631,0.214466454322733,0.386568593037496,0.0427872676543792
"TOI-1246 c",5.904144,2.51,8.8,129,860,5151,0.87,3.06594071010446,20.9477093856705,13.7166076728941,0.240217463557757,0.277261036359973,0.414017571841905,0.101596875512611
"TOI-1246 d",18.6559,3.51,5.3,28,586,5151,0.87,0.675237828578711,13.7472693348458,4.22447869741317,0.23300485171714,0.313964030798463,0.389764848698478,0.0834010397919893
"TOI-1246 e",37.9216,3.78,14.8,11,462,5151,0.87,1.50969271817302,22.1369111831165,10.1716077377453,0.28142803983323,0.432432369938376,0.438106000166315,0.276204884513611
"TOI-125 b",4.65382,2.726,9.5,185,1037,5320,0.86,2.58373694463805,20.8848298660028,12.5540365890485,0.227603235030624,0.214141315066807,0.397103377189416,0.0477925215480165
"TOI-125 c",9.15059,2.759,6.63,77.59,828,5320,0.86,1.73924463096927,17.3425509388934,8.55306190252048,0.235564985863662,0.264728656118357,0.409842961140694,0.0906586266136937
"TOI-125 d",19.98,2.93,13.6,26.7,638,5320,0.86,2.97877905656219,24.1028117514828,15.5566168505166,0.257712224792673,0.370021269773595,0.428432957690882,0.193448306637632
"TOI-1260 b",3.12748,2.34,8.6,91,860,4227,0.66,3.69788263669756,21.447336302594,15.4233326028198,0.252352406874715,0.286600979291963,0.411853922012692,0.100564863875256
"TOI-1260 c",7.49325,2.82,11.8,28.4,643,4227,0.66,2.89892464734805,22.8848734045547,14.5711986318596,0.25987563420192,0.368339040087537,0.415536594904181,0.18167854163986
"TOI-1266 b",10.894843,2.37,13.5,4.9,413,3600,0.45,5.58715828122762,26.7008308839036,23.60198686108,0.451270295929211,0.593549889212058,0.45916736746742,0.344210132886704
"TOI-1266 c",18.80151,1.56,2.2,2.3,344,3600,0.45,3.19264867179993,13.2855979628085,8.87738330046022,0.681378117043621,0.752090419598493,0.600496620085443,0.545743435126279
"TOI-132 b",2.1097019,3.42,22.4,860,1395,5397,0.97,3.08511917160732,28.6314287815557,18.8064703669505,0.195286301832853,0.128231719977274,0.357019695248713,-0.0419066359335203
"TOI-1431 b",2.650237,16.701,991.62463,5300,2370,7690,1.9,1.17279504268172,86.2054016047465,34.9119286215788,0.0550037262476916,-0.0712028034232577,0.238475744075372,-0.251598153462168
"TOI-1452 b",11.06201,1.672,4.82,1.8,326,3185,0.25,5.68120503578513,18.9949190640175,16.9311313843548,0.730850044508489,0.807038697896944,0.530969065114737,0.518132985816571
"TOI-157 b",2.0845435,14.415,375.0394,1062,1588,5404,0.95,0.689819075075743,57.0641285116239,17.7238917769902,0.0636276021503324,-0.00702662170866986,0.262950903847145,-0.152815609088329
"TOI-1634 b",0.989343,1.79,4.91,121,924,3550,0.5,4.71655218121449,18.5287574143107,15.0482818888299,0.276239640335425,0.279041645977459,0.425705970174342,0.085503736418622
"TOI-1685 b",0.6691403,1.7,3.78,217,1069,3434,0.49,4.23884250041634,16.6822069329174,12.8441522491349,0.27579322439728,0.236614774549415,0.42963564748315,0.0537322716408664
"TOI-169 b",2.2554477,12.173,251.40353,1443,1715,5880,1.15,0.767857710710132,50.8415683974504,16.6604840499816,0.0735466899305877,-0.0135198495566105,0.267708516251665,-0.157735721921201
"TOI-1696 b",2.50031,3.24,56.6,13.5,533,3168,0.27,9.1681908446157,46.7592756987857,52.9465782655083,0.285064413776866,0.411876357775013,0.336191116149345,0.0889192145746701
"TOI-172 b",9.47725,10.817,1722.6386,299,1198,5645,1.13,7.49852648438865,141.18083208564,144.574601135146,0.0843416289261733,0.10476867427354,0.274291182532239,-0.169379839768224
"TOI-1728 b",3.49151,5.05,26.78,57.78,767,3980,0.65,1.14561497712363,25.7627169544478,10.3119145181845,0.168966762523424,0.237391415651912,0.339985466621157,0.0664976860265613
"TOI-1759 b",18.85019,3.14,10.8,6.39,443,4065,0.61,1.92192774216473,20.7481375521544,10.7566229867337,0.367874240121454,0.500536962122515,0.45520550035036,0.330596828836611
"TOI-1789 b",3.208664,16.141,222.47988,2300,1927,5991,1.51,0.291475243289818,41.5348089232275,8.38573925469029,0.0569947434713064,-0.0579201352824754,0.244970293918559,-0.198639410447727
"TOI-1899 b",29.02,12.89,209.7678,2.9,362,3841,0.63,0.539612890560193,45.131006367147,12.3977957305385,0.303544842246285,0.416230065157661,0.378904383709636,0.310094472061757
"TOI-2136 b",7.851928,2.19,6.37,4,395,3342,0.34,3.34125277314489,19.0800594510517,13.0425554096036,0.500420475342177,0.629020729860666,0.487274977995872,0.413947979903999
"TOI-216.01",34.556,11.29,200,10.1,497,5026,0.87,0.765685484969778,47.0868991765501,15.4082600512615,0.171411136660113,0.315247924584458,0.355499160657131,0.181922307289405
"TOI-216.02",17.089,7.69,30,25.9,628,5026,0.87,0.363449838084906,22.0968069921657,4.98172858879771,0.148677911288498,0.243667085805871,0.318839049895279,0.0449857133832019
"TOI-2180 b",260.79,11.321,875.61726,2.71,348,5695,1.11,3.32477443832161,98.3890634222643,67.089757285686,0.323928911940896,0.516083167525366,0.46618265203552,0.316168202962045
"TOI-2193 A b",2.1225735,19.84,298.7587,1600,1763,5966,1.08,0.210764664713249,43.4131712537107,7.45330190414445,0.0474311974959003,-0.0498845198493711,0.241767765855558,-0.192457023605232
"TOI-2196 b",1.1947268,3.51,26,2000,1860,5634,1.03,3.31248746095217,30.4484493773928,20.7238577608948,0.191377744124527,0.0641161718677805,0.343618757176458,-0.104267233962562
"TOI-2207 b",8.001968,11.153,203.41018,406,1259,6101,1.3,0.807792509859445,47.7774047984855,16.0583443852523,0.0812666154935882,0.0567436460927935,0.28442087738155,-0.0899335287248506
"TOI-2236 b",3.5315902,14.37,502.16888,1356,1688,6248,1.34,0.932355925889111,66.1345767523709,23.8807381689507,0.063586786071165,-0.0122392203161632,0.261275972066693,-0.171722996462178
"TOI-2285 b",27.26955,1.74,19.5,1.54,284,3491,0.45,20.393375265737,37.4519768590026,63.24811732065,0.756959353417469,0.640992320660667,0.447892870907087,0.272777838118987
"TOI-2421 b",4.3474032,10.368,105.83686,923.6,1534,5607,1.13,0.523183724703232,35.7439911462466,9.66848565758483,0.0849137133245778,0.00852915404221299,0.273819877050071,-0.134532451223173
"TOI-2567 b",5.983944,10.929,63.88351,558,1352,5611,1.13,0.269618529925815,27.0480672028427,5.25217763167969,0.0819451831076922,0.0266969865664152,0.26211411266774,-0.149483836984138
"TOI-257 b",18.38818,7.163,43.86032,186,1027,6095,1.41,0.657490052943237,27.6834675221305,8.3944719331385,0.120017901035881,0.122006089367814,0.312852428626517,-0.0322655733533554
"TOI-2570 b",2.9887615,13.641,260.61929,699,1431,5771,1.06,0.565679154273649,48.9003805659474,13.7538925526165,0.0673294283045643,0.0130223635150315,0.267776353577225,-0.127260473818692
"TOI-269 b",3.6977104,2.77,8.8,19,531,3514,0.39,2.28110674857214,19.9403839509773,11.2624952755803,0.282216427486126,0.422762384977386,0.409273368182489,0.218895483270639
"TOI-3331 A b",2.0180231,12.98,721.47048,818.5,1488,5609,1.02,1.81759338319835,83.4072882546255,42.0514203052699,0.0700891183367449,0.0365769866571557,0.269783527070153,-0.162155336081236
"TOI-3540 A b",3.119999,23.539,375.03752,841.3,1498,5810,1.08,0.158421067667308,44.655547608118,6.6467629157971,0.0411221053521276,-0.0239643358328061,0.241081207084365,-0.171880477673757
"TOI-3629 b",3.936551,8.295,82.63539,39,690,3870,0.63,0.79766246161058,35.3107474084976,11.7935563963127,0.128662235815466,0.22772868262894,0.312408389412682,0.0650024084568112
"TOI-3693 b",9.088516,12.599,324.18498,68.6,801,5321,0.87,0.893072889693797,56.7492951237469,20.0554414252234,0.0859855921515662,0.16723748663312,0.298454856068876,0.0053603071741789
"TOI-3714 b",2.154849,11.321,222.47988,54,750,3660,0.53,0.844770257343783,49.5946740652277,17.0463989599161,0.0971447217326322,0.188806282651613,0.289502387283844,0.0203218943527165
"TOI-3757 b",3.438753,12,85.3,55.4,759,3913,0.64,0.271961568615846,29.8274383945737,5.81698611111111,0.092720597730955,0.164483536284741,0.27448519928848,-0.0205990039264616
"TOI-3884 b",4.5445697,6,16.5,7.42,463,3269,0.28,0.420854947916667,18.5523279077665,4.50083333333333,0.261229043134195,0.366602711554467,0.321001896482269,0.121602610839126
"TOI-4137 b",3.8016122,13.574,457.67291,1013,1570,6202,1.31,1.00817034070498,64.9614553385785,24.3922018393835,0.0671468474576051,0.00637935628655806,0.26631078325802,-0.155794718875288
"TOI-421 b",5.19672,2.68,7.17,154.57,981,5325,0.85,2.05218740556688,18.2988688976409,9.80304633548674,0.230953357869365,0.222595221956525,0.402470400472971,0.0545651291056872
"TOI-421 c",16.06819,5.09,16.42,34.32,674,5325,0.85,0.685996737348765,20.0936924176984,6.22370609963679,0.181161499739221,0.258273407178689,0.351184628949974,0.072179314177196
"TOI-500 b",0.548177,1.166,1.42,1138,1617,4440,0.74,4.93508841273286,12.3460195917767,10.2565837670534,0.292057642932999,0.137380805136378,0.467065588928424,-0.0215254511228666
"TOI-532 b",2.3266508,5.82,61.5,94.1,867,3927,0.64,1.71873296296436,36.3670547514135,17.8295603500195,0.146223213671206,0.208045790805809,0.327974323693335,0.0324214940598939
"TOI-5542 b",75.12375,11.31,419.5335,9.6,441,5700,0.89,1.59764790720177,68.1371689487627,32.207196513965,0.175470242031411,0.369303975397095,0.383719383819147,0.196968309218105
"TOI-564 b",1.651144,11.433,464.98529,1423,1714,5640,1,1.71419746274644,71.3463188029247,34.9325504409113,0.0776808591560828,0.0103604244682037,0.271736945012953,-0.174231817120497
"TOI-674 b",1.977143,5.25,23.6,38.4,635,3514,0.42,0.898537769532055,23.7196575474664,8.4082358276644,0.174332427894006,0.279225766007133,0.326917763662588,0.0874837571032282
"TOI-776 b",8.24661,1.85,4,11.5,514,3709,0.54,3.48054337623366,16.4503899160777,11.4769905040175,0.369702274202434,0.494169161458194,0.489953370417636,0.297421061685307
"TOI-776 c",15.6653,2.02,5.3,4.9,415,3709,0.54,3.54261539555828,18.1215071570435,12.7551220468582,0.475110796837946,0.606601247834105,0.517806123743292,0.413750775417648
"TOI-824 b",1.392978,2.926,18.467,412,1253,4600,0.71,4.06139872575034,28.1056140728402,21.1816210195532,0.21546106253608,0.166932158439342,0.366496347961756,-0.0189758571196434
"TOI-905 b",3.739494,13.126,211.99261,337,1192,5570,0.97,0.516447008881511,44.9599920509109,12.0827950715448,0.071269518013101,0.0536377304781744,0.274499825066601,-0.0882899792678153
"TOI-954 b",3.6849729,9.55,55.30242,1393,1526,5710,1.2,0.349813258418637,26.921697936554,5.95454910117595,0.0906255460042039,0.00807487609340574,0.265596363351065,-0.159706759325863
"TOI-969 b",1.8237305,2.765,9.1,188,941,4435,0.73,2.37169167856193,20.2957541357034,11.6886030169158,0.225818681160947,0.237406164880805,0.393356445670776,0.0645863917058024
"TRAPPIST-1 b",1.51087081,1.086,0.85,4.25,400,2559,0.08,3.65621473312718,9.89752517449902,7.07735145786487,0.561297572908674,0.659869962840415,0.489711118786427,0.366934999680941
"TRAPPIST-1 c",2.4218233,1.056,1.38,2.27,342,2559,0.08,6.45638732444642,12.7890901565268,12.152419077135,0.724699908962168,0.798962970642429,0.522683006485591,0.47448296792278
"TRAPPIST-1 d",4.04961,0.772,0.41,1.14,288,2559,0.08,4.90946536018847,8.15296058993373,6.75555048457677,0.897932992253851,0.916946870208106,0.521025317936354,0.521445743412437
"TRAPPIST-1 e",6.099615,0.918,0.62,0.66,251,2559,0.08,4.41535767553643,9.19404381269508,7.22466667615969,0.852049427238837,0.866591607578397,0.534653252766759,0.511192148338197
"TRAPPIST-1 f",9.20669,1.045,0.68,0.38,219,2559,0.08,3.28293501287793,9.02460860946529,6.11487832238273,0.681933523953277,0.723550249689219,0.510772649338838,0.416469336407589
"TRAPPIST-1 g",12.35294,1.127,1.34,0.26,199,2559,0.08,5.15745318646544,12.1989515372102,10.3602075064816,0.582574401497612,0.672647315061977,0.510909793575708,0.402049909653622
"WASP-151 b",4.533471,12.666,98.5273,460,1290,5871,1.08,0.267140894020766,31.2025877955899,6.03099685692401,0.0726212368304574,0.0310928292836297,0.260835419480723,-0.13412263709644
"WASP-153 b",3.332609,17.374,123.9537,1400,1700,5914,1.34,0.13021538154133,29.8821542830731,4.03247188734534,0.0536131295240203,-0.0376229547852853,0.230170703373661,-0.226395203902136
"WASP-156 b",3.836169,5.717,40.68224,150,970,4910,0.84,1.19950627793415,29.8435441381548,12.2230604867096,0.143601244555259,0.165595977584556,0.327964207737875,0.00709310290664977
"WASP-161 b",5.4060425,12.812,791.3967,990,1557,6400,1.39,2.07322143054477,87.9266885583065,47.3447538328735,0.0706636744013035,0.0312857933422449,0.269446555453885,-0.173868950441449
