"pl_name","pl_orbper","pl_rade","pl_bmasse","pl_insol","pl_eqt","st_teff","st_mass"
"11 Com b",326.03,NA,6165.6,NA,NA,4742,2.7
"11 Com b",NA,NA,5434.7,NA,NA,NA,2.6
"11 UMi b",516.22,NA,3337.07,NA,NA,4340,1.8
"11 UMi b",NA,NA,3432.4,NA,NA,NA,1.7
"11 UMi b",516.21997,NA,4684.8142,NA,NA,4213,2.78
"14 And b",185.84,NA,1525.5,NA,NA,4813,2.2
"14 And b",NA,NA,1017,NA,NA,NA,1.2
"14 Her b",1796.4,NA,1506.45,NA,NA,5255,0.9
"14 Her b",1766.41,NA,1541.46777,NA,NA,5314.94,0.97
"14 Her b",1766,NA,1581.138,NA,NA,5280,0.91
"14 Her b",1773.40002,NA,1481.0878,NA,NA,5338,0.9
"14 Her b",NA,NA,1440.663,NA,NA,NA,0.9
"14 Her b",1765.03890112,NA,2586.74645,NA,NA,NA,0.91
"14 Her b",1724,NA,1554.12,NA,NA,NA,1
"14 Her b",1773.4,NA,1474.67,NA,NA,NA,NA
"16 Cyg B b",798.5,NA,565.7374,NA,NA,5750,1.08
"16 Cyg B b",799.45,NA,556.83537,NA,NA,5711.97,0.98
"16 Cyg B b",798.5,NA,533.9544,NA,NA,5674,0.99
"16 Cyg B b",800.8,NA,476.7,NA,NA,5760,1
"16 Cyg B b",799.5,NA,533.93,NA,NA,5747,1.03
"16 Cyg B b",799.5,NA,533.93,NA,NA,NA,NA
"17 Sco b",578.38,NA,1373.01872,NA,NA,4157,1.22
"18 Del b",993.3,NA,3273.5,NA,NA,4979,2.3
"18 Del b",NA,NA,3127.3,NA,NA,NA,2.1
"1RXS J160929.1-210524 b",NA,18.647,2543,NA,1800,4060,0.85
"1RXS J160929.1-210524 b",NA,NA,4000,NA,1700,4060,0.85
"1RXS J160929.1-210524 b",NA,NA,3000,NA,1700,4060,0.85
"1RXS J160929.1-210524 b",NA,NA,3000,NA,1800,3993,0.62
"24 Boo b",30.3506,NA,289.2253,NA,NA,4893,0.99
"24 Sex b",452.8,NA,632.46,NA,NA,5098,1.54
"24 Sex c",883,NA,273.32,NA,NA,5098,1.54
"2M0437 b",NA,NA,1271.31363,NA,1450,3100,0.17
"2MASS J01033563-5515561 AB b",NA,NA,4131.79,NA,NA,NA,0.19
"2MASS J01225093-2439505 b",NA,NA,7786.5,NA,NA,3530,0.4
"2MASS J01225093-2439505 b",NA,11.209,NA,NA,1600,3309,0.35
"2MASS J02192210-3925225 b",NA,16.141,4417.837,NA,NA,3064,0.11
"2MASS J04414489+2301513 b",NA,NA,2383.6,NA,NA,NA,0.02
"2MASS J12073346-3932539 b",NA,NA,1589.15,NA,1250,NA,0.02
"2MASS J12073346-3932539 b",NA,NA,1271,NA,1150,2825,0.19
"2MASS J19383260+4603591 b",406,NA,591.16084,NA,NA,29564,0.48
"2MASS J19383260+4603591 b",416,NA,603.877,NA,NA,NA,0.48
"2MASS J22362452+4751425 b",NA,NA,3972.875,NA,NA,4045,0.6
"30 Ari B b",345.4,NA,2097.678,NA,NA,NA,1.16
"30 Ari B b",335.1,NA,3140.03,NA,NA,6300,1.16
"30 Ari B b",335.10001,NA,4392.4106,NA,NA,6331,1.93
"4 UMa b",269.3,NA,2256.5,NA,NA,4415,1.23
"42 Dra b",479.1,NA,1233.13,NA,NA,4200,0.98
"47 UMa b",1076.6,NA,778.6835,NA,NA,5882,1.06
"47 UMa b",1078,NA,804.08,NA,NA,5872,1.06
"47 UMa b",1100.8,NA,877.17,NA,NA,NA,NA
"47 UMa b",1083.2,NA,826.32,NA,NA,NA,NA
"47 UMa b",1076.6,NA,774.86566,NA,NA,5829.16,1.01
"47 UMa c",2391,NA,171.621,NA,NA,5872,1.06
"47 UMa c",7586,NA,425.87,NA,NA,NA,NA
"47 UMa c",2287,NA,157.96072,NA,NA,5829.16,1.01
"47 UMa d",14002,NA,521.22,NA,NA,5872,1.06
"47 UMa d",19000,NA,479.92089,NA,NA,5829.16,1.01
"51 Eri b",NA,NA,635.66,NA,700,NA,1.75
"51 Eri b",11688,NA,NA,NA,NA,7295,1.65
"51 Eri b",14965,NA,NA,NA,NA,7295,1.65
"51 Peg b",4.231,NA,146.2018,NA,NA,NA,1.04
"51 Peg b",4.2307969,NA,147.47238,NA,NA,5760.76,1.07
"51 Peg b",4.23077,NA,148.738,NA,NA,NA,NA
"51 Peg b",4.2293,NA,149.3801,NA,NA,5773,NA
"51 Peg b",4.230785,NA,150.009,NA,NA,5758,1.03
"55 Cnc b",14.653,NA,266.9772,NA,NA,NA,0.95
"55 Cnc b",14.465314,NA,266.966,NA,NA,5250,0.9
"55 Cnc b",14.651,NA,254.25,NA,NA,5250,0.9
"55 Cnc b",14.65152,NA,263.9785,NA,NA,NA,0.95
"55 Cnc b",14.65171,NA,267.29369,NA,NA,5317.89,0.97
"55 Cnc b",14.65162,NA,261.881,NA,NA,5250,0.9
"55 Cnc b",14.65126,NA,260.61,NA,NA,5250,0.9
"55 Cnc b",14.647,NA,289.21,NA,NA,NA,NA
"55 Cnc b",14.67,NA,249.17872,NA,NA,NA,0.95
"55 Cnc b",14.6516,NA,255.4,NA,NA,5172,0.91
"55 Cnc b",14.6,NA,254.25,NA,700,NA,NA
"55 Cnc b",14.648,NA,266.9772,NA,NA,5200,0.85
"55 Cnc c",43.93,NA,68.96911,NA,NA,NA,0.95
"55 Cnc c",44.3989,NA,51.2,NA,NA,5172,0.91
"55 Cnc c",44.38,NA,52.44,NA,NA,5250,0.9
"55 Cnc c",44.373,NA,56.6985,NA,NA,5250,0.9
"55 Cnc c",44.4175,NA,54.4738,NA,NA,NA,0.95
"55 Cnc c",44.3787,NA,52.44,NA,NA,5250,0.9
"55 Cnc c",44.3827,NA,54.34866,NA,NA,5317.89,0.97
"55 Cnc c",44.3446,NA,53.711,NA,NA,5250,0.9
"55 Cnc d",4517.4,NA,1243.35096,NA,NA,NA,0.95
"55 Cnc d",5370,NA,1220.42,NA,NA,5250,0.9
"55 Cnc d",4909,NA,1121.89,NA,NA,5250,0.9
"55 Cnc d",5574.2,NA,991.6,NA,NA,5172,0.91
"55 Cnc d",4820,NA,908.98924,NA,NA,5317.89,0.97
"55 Cnc d",5360,NA,1287.2115,NA,NA,NA,0.95
"55 Cnc d",4867,NA,1226.77,NA,NA,5250,0.9
"55 Cnc d",4545,NA,918.49,NA,NA,NA,NA
"55 Cnc d",4825,NA,1232.493,NA,NA,NA,0.95
"55 Cnc d",5218,NA,1218.827,NA,NA,5250,0.9
"55 Cnc e",0.73654,2,8.63,NA,NA,NA,0.96
"55 Cnc e",0.73654582,1.915,NA,2657.83,1831,5250,NA
"55 Cnc e",0.7365445,NA,9.37594,NA,NA,5317.89,0.97
"55 Cnc e",NA,NA,NA,NA,NA,5250,0.9
"55 Cnc e",NA,1.92,8.08,NA,NA,5250,0.9
"55 Cnc e",0.736539,1.91,8.08,NA,NA,5250,0.9
"55 Cnc e",0.7365474,1.875,7.99,NA,NA,5172,0.91
"55 Cnc e",2.808,NA,14.30235,NA,NA,NA,0.95
"55 Cnc e",0.737,1.897,7.74,NA,NA,5172,0.87
"55 Cnc e",0.7365515,NA,8.13928,NA,NA,NA,0.95
"55 Cnc e",0.7365478,NA,8.09479,NA,NA,5250,0.9
"55 Cnc e",2.79674,NA,7.4687,NA,NA,5250,0.9
"55 Cnc e",0.7365437,2.08,7.81,NA,1958,5234,0.91
"55 Cnc e",0.7365417,NA,NA,NA,NA,NA,NA
"55 Cnc e",0.736546,2.173,8.37,NA,NA,5250,0.9
"55 Cnc f",261.2,NA,54.664,NA,NA,5250,0.9
"55 Cnc f",259.88,NA,47.8,NA,NA,5172,0.91
"55 Cnc f",260.91,NA,47.0051,NA,NA,5250,0.9
"55 Cnc f",262,NA,44.812,NA,NA,NA,0.95
"55 Cnc f",260,NA,45.766,NA,NA,5250,0.9
"55 Cnc f",260.98,NA,46.87969,NA,NA,5317.89,0.97
"55 Cnc f",260.7,NA,44.812,NA,NA,5250,0.9
"6 Lyn b",934.3,NA,638.8383,NA,NA,4938,1.44
"6 Lyn b",874.774,NA,702.4043,NA,NA,NA,1.82
"6 Lyn b",899,NA,762.8,NA,NA,4978,1.7
"61 Vir b",4.21487,NA,5.11704,NA,NA,5585.57,0.91
"61 Vir b",4.215,NA,5.1,NA,NA,5577,0.94
"61 Vir c",38.021,NA,18.2,NA,NA,5577,0.94
"61 Vir c",38.0957,NA,16.1139,NA,NA,5585.57,0.91
"61 Vir d",123.01,NA,22.9,NA,NA,5577,0.94
"7 CMa b",763,NA,826.3,NA,NA,4792,1.52
"7 CMa b",735.1,NA,587.9855,NA,NA,4826,1.34
"7 CMa b",796,NA,781.8618,NA,NA,4794.52,NA
"7 CMa c",996,NA,276.5121,NA,NA,4826,1.34
"70 Vir b",116.6884,NA,2380.45,NA,NA,5545,1.11
"70 Vir b",116.689,NA,2084.88,NA,NA,NA,NA
"70 Vir b",116.6926,NA,2351.942,NA,NA,5439,1.09
"70 Vir b",116.69335,NA,2297.89938,NA,NA,5481.86,1.06
"70 Vir b",116.6884,NA,2421.8646,NA,NA,5531,1.14
"70 Vir b",116.688,NA,2357.02728,NA,NA,5495,1.09
"75 Cet b",691.9,NA,953.49,NA,NA,4846,2.49
"8 UMi b",93.4,NA,476.745,NA,NA,4847.4,1.8
"8 UMi b",93.4,NA,416.3573,NA,NA,4847,1.44
"81 Cet b",NA,NA,1274.4,NA,NA,NA,1.6
"81 Cet b",952.7,NA,1684.4,NA,NA,4785,2.4
"91 Aqr b",181.4,NA,1017,NA,NA,4665,1.4
"AB Aur b",NA,NA,2860.45566,NA,NA,9770,2.4
"AB Pic b",NA,NA,4290.5,NA,NA,NA,NA
"AU Mic b",8.463,NA,11.7,NA,NA,3700,0.5
"AU Mic b",NA,4.027,NA,76.64,755,3588,NA
"AU Mic b",8.463,4.07,17,NA,593,3700,0.5
"AU Mic b",8.46321,NA,17.1,NA,NA,3700,0.5
"AU Mic b",8.4629991,NA,20.12,NA,NA,NA,0.5
"AU Mic b",8.46321,4.203,57.2094,NA,NA,3700,0.5
"AU Mic b",8.4630004,4.19,NA,NA,NA,NA,NA
"AU Mic c",18.859019,NA,22.2,NA,NA,3700,0.5
"AU Mic c",18.858982,2.79,NA,NA,NA,NA,NA
"AU Mic c",18.858991,NA,9.6,NA,NA,NA,0.5
"AU Mic c",18.859019,3.24,13.6,NA,454,3700,0.5
"BD+03 2562 b",481.9,NA,2034.112,NA,NA,4095,1.14
"BD+14 4559 b",268.94,NA,330.5432,NA,NA,4864,0.49
"BD+14 4559 b",268.94,NA,467.19,NA,NA,5008,0.86
"BD+15 2375 b",153.22,NA,337.21763,NA,NA,4649,1.08
"BD+15 2940 b",137.48,NA,352.78,NA,NA,4796,1.1
"BD+20 2457 b",379.63,NA,17668.1697,NA,NA,4259,10.83
"BD+20 2457 b",379.63,NA,6807.63,NA,NA,4137,2.8
"BD+20 2457 c",621.99,NA,3963.17,NA,NA,4137,2.8
"BD+20 274 b",578.2,NA,1334.886,NA,NA,4296,0.8
"BD+20 594 b",41.6855,2.23,16.3,NA,546,5766,0.96
"BD+20 594 b",41.688644,2.355,NA,NA,NA,5703,0.96
"BD+20 594 b",41.6855,2.578,22.2481,NA,NA,5766,1.67
"BD+45 564 b",307.88,NA,432.24663,NA,NA,5004,0.81
"BD+48 738 b",392.6,NA,289.2253,NA,NA,4414,0.74
"BD+48 740 b",733,NA,540.311,NA,NA,4534,1.09
"BD+49 828 b",2590,NA,508.5,NA,NA,4943,1.52
"BD+55 362 b",265.59,NA,228.83645,NA,NA,5012,0.91
"BD+60 1417 b",NA,14.684,4767.4261,NA,1303,4993,1
"BD+63 1405 b",1198.48,NA,1258.60049,NA,NA,5000,0.82
"BD-00 4475 b",723.2,NA,7961.6016,NA,NA,5040,0.81
"BD-06 1339 b",3.8728,NA,8.5,NA,NA,4324,0.7
"BD-06 1339 c",125.94,NA,53,NA,NA,4324,0.7
"BD-08 2823 b",5.6,NA,12.7132,NA,NA,4816,0.5
"BD-08 2823 b",5.6,NA,14.4,NA,NA,4746,0.74
"BD-08 2823 c",237.6,NA,104,NA,NA,4746,0.74
"BD-10 3166 b",3.48777,NA,145.56,NA,NA,5393,1.01
"BD-10 3166 b",3.487,NA,152.55,NA,NA,5400,1.1
"BD-10 3166 b",3.48777,NA,187.5197,NA,NA,5393,1.47
"BD-10 3166 b",3.487905,NA,142.70495,NA,NA,5382.64,1
"BD-11 4672 b",1667,NA,168.44,NA,NA,4475,0.57
"BD-11 4672 b",1634,NA,206.5895,NA,NA,4550,0.65
"BD-11 4672 c",74.2,NA,15.37,NA,NA,4550,0.65
"BD-13 2130 b",714.29999,NA,3108.3774,NA,NA,4545,2.12
"BD-13 2130 b",714.3,NA,3368.998,NA,NA,NA,2.4
"BD-17 63 b",655.6,NA,1620.9,NA,NA,4714,0.74
"BD-17 63 b",655.59998,NA,905.8155,NA,NA,4665,0.31
"CD Cet b",2.2907,NA,3.95,8.6,464,3130,0.16
"CFBDSIR J145829+101343 b",10037.5,NA,3337.1,NA,370,580.5,0.02
"CFHTWIR-Oph 98 b",8040000,20.849,2479.06157,NA,1800,2320,0.01
"CHXR 73 b",NA,NA,3994.486,NA,NA,NA,0.35
"CI Tau b",8.9891,NA,3686.828,NA,NA,NA,0.9
"COCONUTS-2 b",4.02e+08,12.442,2002.31896,NA,434,3406,0.37
"CT Cha b",NA,24.66,5403,NA,2600,NA,NA
"CoRoT-1 b",1.5089682,19.223,390.9309,NA,NA,6298,1.22
"CoRoT-1 b",1.5089557,16.7,327.35,NA,1898,5950,0.95
"CoRoT-1 b",1.50897655,15.917,340.0781,NA,1834,5950,NA
"CoRoT-1 b",1.5089686,17.385,327.3649,NA,1915,5950,0.95
"CoRoT-1 b",1.5089635,20.594,NA,2852.63,2036,5950,NA
"CoRoT-1 b",1.50896877,NA,NA,NA,NA,NA,NA
"CoRoT-1 b",1.5089557,16.589,359.1479,NA,NA,5950,1.03
"CoRoT-10 b",13.2406,10.873,867.6759,NA,NA,5075,0.89
"CoRoT-10 b",13.2406,10.87,874,NA,600,5075,0.89
"CoRoT-10 b",13.2406,10.548,883.5674,NA,647,5075,0.9
"CoRoT-11 b",2.99433,15.984,743.7222,NA,1735,6440,1.26
"CoRoT-11 b",2.994325,16.029,832.7146,NA,NA,6440,1.27
"CoRoT-11 b",2.99433,16.03,740.51,NA,1657,6440,1.27
"CoRoT-11 b",2.994325,15.581,791.3967,NA,1715,NA,1.23
"CoRoT-11 b",NA,NA,NA,NA,NA,6343,1.56
"CoRoT-12 b",2.82805268,15.065,277.46559,NA,1417,NA,1
"CoRoT-12 b",2.828042,15.132,281.91521,NA,1410,5675,1.02
"CoRoT-12 b",2.828042,16.141,290.81445,NA,NA,5675,1.08
"CoRoT-12 b",2.828041,NA,NA,NA,NA,5675,1.08
"CoRoT-12 b",2.828042,16.14,291.438,NA,1442,5675,1.08
"CoRoT-12 b",2.82803915,17.76,NA,661.13,1293,5675,NA
"CoRoT-13 b",4.03519,9.92,423.03173,NA,NA,5945,1.09
"CoRoT-13 b",4.03515,NA,NA,NA,NA,5945,1.09
"CoRoT-13 b",4.03519,9.92,415.704,NA,1700,5945,1.09
"CoRoT-13 b",4.03504444,12.533,NA,546.53,1233,5945,NA
"CoRoT-13 b",4.03519,14.034,416.99296,NA,1432,5945,1.09
"CoRoT-14 b",1.51214,11.411,2437.7561,NA,1936,6035,1.12
"CoRoT-14 b",1.51214,12.218,2358.2986,NA,NA,6040,1.13
"CoRoT-14 b",1.51214,12.22,2415.4,NA,1952,6035,1.13
"CoRoT-16 b",5.35227,13.115,168.13207,NA,NA,5650,1.1
"CoRoT-16 b",5.35227,13.11,170.032,NA,NA,5650,1.1
"CoRoT-17 b",3.7681,11.43,772.29,NA,1626,5740,1.04
"CoRoT-17 b",3.7681,11.287,781.8618,NA,1610,5740,1.04
"CoRoT-17 b",3.7681,11.433,765.9703,NA,NA,5740,1.04
"CoRoT-18 b",1.9000769,NA,NA,NA,NA,5440,0.95
"CoRoT-18 b",1.9000693,14.684,1099.6918,NA,NA,5440,0.95
"CoRoT-18 b",1.90009,12.846,1048.839,NA,1487,NA,0.88
"CoRoT-18 b",1.9000693,14.022,1039.3041,NA,1490,5440,0.86
"CoRoT-18 b",1.90008625,15.05,NA,823.7,1366,5440,NA
"CoRoT-18 b",1.9000693,14.68,1102.82,NA,1550,5440,0.95
"CoRoT-19 b",3.89713,14.46,352.78,NA,2000,6090,1.21
"CoRoT-19 b",3.89712026,13.493,NA,1103.81,1470,6090,NA
"CoRoT-19 b",3.89713,13.339,346.4347,NA,1630,6090,1.18
"CoRoT-19 b",3.89713,14.46,367.09365,NA,NA,6090,1.21
"CoRoT-19 b",3.897131,NA,NA,NA,NA,6090,1.21
"CoRoT-2 b",1.74301433,16.923,NA,932.91,1410,5529,NA
"CoRoT-2 b",1.7429935,16.365,1134.6531,NA,1521,5598,1
"CoRoT-2 b",1.74299673,NA,NA,NA,NA,5529,0.97
"CoRoT-2 b",1.7429964,16.421,1051.973,NA,NA,NA,NA
"CoRoT-2 b",1.74299906,NA,NA,NA,NA,NA,NA
"CoRoT-2 b",1.742997,NA,NA,NA,NA,5696,NA
"CoRoT-2 b",1.7429975,15.85,1052.0173,NA,1535,5625,0.97
"CoRoT-2 b",1.74299673,16.432,1048.839,NA,NA,5625,0.97
"CoRoT-2 b",1.7429935,16.477,1150.5446,NA,1548,5696,1.02
"CoRoT-2 b",1.7429935,16.432,1102.82,NA,NA,5625,0.96
"CoRoT-2 b",1.74299609,16.533,NA,NA,NA,5575,NA
"CoRoT-20 b",9.24285,13.002,1608.2198,NA,1100,5880,1.11
"CoRoT-20 b",9.24285,9.42,1347.54,NA,1002,5880,1.14
"CoRoT-20 b",9.24318,11.209,1315.8162,NA,1024,NA,1.1
"CoRoT-20 b",9.24285,9.416,1344.4209,NA,NA,5880,1.14
"CoRoT-20 b",9.24323029,15.397,NA,180.87,935,5880,NA
"CoRoT-20 b",9.24285,NA,1366.669,NA,NA,NA,1.14
"CoRoT-20 c",1675,NA,5403.11,NA,NA,NA,1.14
"CoRoT-21 b",2.72474,14.572,705.5826,NA,NA,6200,1.29
"CoRoT-21 b",2.72474,14.572,718.2958,NA,NA,6200,1.29
"CoRoT-22 b",9.75598,4.88,12.2,NA,885,5939,1.1
"CoRoT-23 b",3.6313,13.227,972.5598,NA,1710,5900,1.12
"CoRoT-23 b",3.6313,11.769,982.0947,NA,NA,5900,1.14
"CoRoT-23 b",3.6313,11.77,889.9,NA,1660,5900,1.14
"CoRoT-24 b",5.1134,3.7,5.7,NA,1070,4950,0.91
"CoRoT-24 c",11.759,5,28,NA,850,4950,0.91
"CoRoT-25 b",4.86069,12.106,93.12419,NA,NA,6040,1.09
"CoRoT-25 b",4.86069,12.11,85.81,NA,1330,6040,1.09
"CoRoT-26 b",4.20474,14.12,165.26,NA,1600,5590,1.09
"CoRoT-26 b",4.20474,14.123,184.3414,NA,NA,5590,1.09
"CoRoT-27 b",3.57532,11.287,3273.649,NA,NA,5900,1.05
"CoRoT-27 b",3.57532,11.287,3302.11,NA,1500,5900,1.05
"CoRoT-28 b",5.20851,10.705,153.82972,NA,NA,5150,1.01
"CoRoT-28 b",5.20851,10.705,152.87623,NA,NA,5150,1.01
"CoRoT-29 b",2.85057,10.088,270.1555,NA,NA,5260,0.97
"CoRoT-29 b",2.85057,10.088,266.9772,NA,NA,5260,0.97
"CoRoT-29 b",2.8505615,NA,NA,NA,NA,5268,0.9
"CoRoT-3 b",4.2567994,11.321,6814.2752,NA,NA,6740,1.37
"CoRoT-3 b",NA,NA,NA,NA,NA,6558,1.41
"CoRoT-3 b",4.2567994,11.135,6747.5309,NA,NA,NA,1.36
"CoRoT-3 b",4.2567994,11.624,6979.5468,NA,1695,6740,1.4
"CoRoT-3 b",4.2568,11.32,6883.91,NA,NA,6740,1.37
"CoRoT-30 b",9.06005,11.31,921.707,NA,NA,5650,0.98
"CoRoT-31 b",4.62941,16.365,266.9772,NA,NA,5700,1.25
"CoRoT-35 b",3.22748,18.831,349.61125,NA,1747,6390,1.01
"CoRoT-36 b",5.616531,15.805,216.12332,NA,1567,6730,1.32
"CoRoT-4 b",9.20205,13.339,223.43449,NA,NA,6190,1.16
"CoRoT-4 b",9.20164964,13.437,NA,203.95,964,6190,NA
"CoRoT-4 b",9.20205,13.002,232.33373,NA,1058,6190,1.19
"CoRoT-4 b",9.20205,13.34,228.83,NA,1074,6190,1.16
"CoRoT-5 b",4.0379156,14.079,145.88397,NA,1397,NA,0.99
"CoRoT-5 b",4.0379156,NA,NA,NA,NA,NA,NA
"CoRoT-5 b",4.0378962,15.558,151.92274,NA,NA,6100,1
"CoRoT-5 b",4.0378962,15.558,148.42,NA,1438,6100,1
"CoRoT-5 b",4.03790124,18.383,NA,786.29,1351,6100,NA
"CoRoT-5 b",4.0378962,13.249,149.3801,NA,1348,6100,1.02
"CoRoT-6 b",8.8866287,NA,NA,NA,NA,NA,NA
"CoRoT-6 b",8.886593,13.068,940.74,NA,1017,6090,1.05
"CoRoT-6 b",8.886593,13.07,937.5985,NA,NA,6090,1.05
"CoRoT-6 b",8.886593,13.283,940.7768,NA,1025,6090,1.05
"CoRoT-7 b",0.85359165,NA,4.73,NA,NA,5256,0.9
"CoRoT-7 b",0.853585,NA,4.8,NA,NA,5256,0.9
"CoRoT-7 b",0.85359163,1.681,4.07661,NA,NA,5275,0.82
"CoRoT-7 b",0.854,1.58,4.6,NA,NA,5313,0.88
"CoRoT-7 b",0.853585,1.68,21,NA,NA,5275,0.93
"CoRoT-7 b",0.85359159,1.585,5.74,NA,1756,5259,0.91
"CoRoT-7 b",0.8535,1.528,6.056,NA,NA,5250,0.92
"CoRoT-7 b",0.853585,1.861,6.99226,NA,1910,5250,0.88
"CoRoT-7 c",3.697,NA,13.289,NA,NA,5250,0.92
"CoRoT-7 c",3.7,NA,13.56,NA,NA,5256,0.9
"CoRoT-7 c",3.698,NA,8.4,NA,NA,5256,0.9
"CoRoT-7 d",8.966,NA,17.142,NA,NA,5250,0.92
"CoRoT-8 b",6.21229,7.981,68.65128,NA,922,5080,0.88
"CoRoT-8 b",6.212445,6.938,69.28694,NA,870,NA,0.89
"CoRoT-8 b",6.212381,6.389,69.28694,NA,NA,5080,0.88
"CoRoT-8 b",6.21229,6.39,69.92,NA,NA,5080,0.88
"CoRoT-9 b",95.272656,11.949,268.88418,NA,NA,5625,0.96
"CoRoT-9 b",95.2738,11.77,266.97,NA,NA,5625,0.99
"CoRoT-9 b",95.272725,NA,NA,NA,NA,NA,NA
"CoRoT-9 b",95.2738,11.624,262.52758,NA,413,5625,0.96
"CoRoT-9 b",95.272656,11.949,266.9772,NA,420,5625,0.96
"CoRoTID 223977153 b",6.71837,6.389,47.6745,132.26,938,5970,1.08
"CoRoTID 223977153 b",6.7183678,NA,NA,NA,NA,5970,1.08
"DE CVn b",4098.1,NA,3823.2733,NA,NA,NA,0.51
"DENIS-P J082303.1-491201 b",246.36,NA,9057.77,NA,NA,NA,0.07
"DH Tau b",NA,NA,3496,NA,NA,NA,0.33
"DH Tau b",NA,30.264,3496.13,NA,2200,4371,0.68
"DMPP-1 b",18.57,NA,24.27,NA,877,6196,1.21
"DMPP-1 c",6.584,NA,9.6,NA,1239,6196,1.21
"DMPP-1 d",2.882,NA,3.35,NA,1632,6196,1.21
"DMPP-1 e",5.516,NA,4.13,NA,1314,6196,1.21
"DMPP-2 b",5.2072,NA,138.89171,NA,1000,6500,1.44
"DMPP-3 A b",6.6732,NA,2.58,NA,854,5138,0.87
"DMPP-3 A b",6.6736,NA,2.58,NA,854,NA,NA
"DP Leo b",8693,NA,1995.88832,NA,NA,NA,NA
"DP Leo b",10220,NA,1922.79,NA,NA,NA,0.69
"DS Tuc A b",8.138268,5.7,NA,NA,850,5428,1.01
"DS Tuc A b",8.1387,5.63,413.179,NA,NA,5542,0.96
"DS Tuc A b",8.13822434,6.496,NA,115.83,837,5414,NA
"EPIC 201170410.02",6.7987,1.047,NA,NA,NA,3648,0.29
"EPIC 201238110 b",28.1656,1.87,NA,NA,NA,NA,0.41
"EPIC 201238110 b",28.1696,2.2,NA,NA,NA,NA,NA
"EPIC 201427007 b",0.72091,1.5,NA,NA,NA,5633,NA
"EPIC 201497682 b",2.13174,0.692,NA,NA,NA,NA,0.78
"EPIC 201595106 b",0.877214,1.3,NA,NA,NA,5820,NA
"EPIC 201595106 b",0.877183,1.406,NA,NA,NA,5705,NA
"EPIC 201595106 b",0.87703,1.2,NA,NA,1874,5711.17,1.02
"EPIC 201615463 c",3.80464,1.22,NA,NA,NA,NA,1.07
"EPIC 201754305 d",2.71578,1.03,NA,NA,NA,NA,0.67
"EPIC 201757695.02",2.0478,0.908,NA,NA,NA,4520,0.73
"EPIC 201833600 c",3.96151,1,NA,NA,NA,NA,0.61
"EPIC 201833600 c",3.96165,1.48,NA,NA,NA,NA,NA
"EPIC 201841433 b",4.16888,1.41,NA,NA,NA,NA,NA
"EPIC 201841433 b",4.1698,1.04,NA,NA,NA,5053,0.8
"EPIC 201841433 b",4.16959,1.1,NA,NA,NA,NA,0.8
"EPIC 205950854 c",8.050722,1.31,NA,NA,961,5502.7,0.88
"EPIC 205950854 c",8.0516,1.62,NA,NA,NA,NA,NA
"EPIC 205950854 c",8.0468,1.18,NA,NA,NA,NA,0.91
"EPIC 206024342 b",4.50756,1.7,NA,NA,NA,NA,0.93
"EPIC 206024342 b",4.50717,1.44,NA,NA,NA,NA,NA
"EPIC 206024342 c",0.9116567,1.35,NA,NA,NA,5648,NA
"EPIC 206024342 c",0.911618,1.16,NA,NA,NA,NA,NA
"EPIC 206024342 c",0.911724,1.4,NA,NA,NA,5724,NA
"EPIC 206024342 d",14.641541,2.94,NA,NA,NA,5648,NA
"EPIC 206024342 d",14.637,4,NA,NA,NA,6438,NA
"EPIC 206024342 d",14.6435,2.52,NA,NA,NA,NA,NA
"EPIC 206024342 d",14.647531,2.6,NA,NA,NA,5724,NA
"EPIC 206032309 b",2.87814,1.01,NA,NA,NA,NA,0.22
"EPIC 206042996 b",5.2986,1.7,NA,NA,NA,4114,NA
"EPIC 206042996 b",5.29711,1.62,NA,NA,NA,NA,0.56
"EPIC 206042996 b",5.29853,3.32,NA,NA,NA,NA,NA
"EPIC 206042996 c",0.35490972,1.45,NA,NA,NA,3893,NA
"EPIC 206042996 c",0.354884,1.2,NA,NA,NA,4114,NA
"EPIC 206215704 b",2.25558,2,NA,NA,NA,NA,NA
"EPIC 206215704 b",2.255436,1,NA,NA,NA,3297,NA
"EPIC 206215704 b",2.25372,0.9,NA,NA,NA,NA,0.41
"EPIC 206317286 b",1.58316,1.22,NA,NA,NA,NA,NA
"EPIC 206317286 b",1.58252,0.96,NA,NA,NA,NA,0.71
"EPIC 206317286 c",17.5125,2.15,NA,NA,NA,NA,NA
"EPIC 206317286 c",17.501662,2.63,NA,NA,NA,4749,NA
"EPIC 206317286 c",17.515472,2.094,NA,NA,NA,4752,0.83
"EPIC 211822797 b",21.1595,NA,NA,NA,NA,3811,0.59
"EPIC 211822797 b",21.169619,2.2,NA,NA,NA,3880,0.61
"EPIC 211822797 b",21.169861,1.98,NA,3.5,NA,4148.21,0.66
"EPIC 211822797 b",21.17623917,NA,NA,NA,NA,3811,0.59
"EPIC 211822797 b",21.1686,2.18,NA,NA,NA,NA,NA
"EPIC 211822797 b",21.1701963,1.92,NA,NA,431,4057,0.62
"EPIC 211945201 b",19.50735025,NA,NA,NA,NA,6128,1.16
"EPIC 211945201 b",19.491795,5.847,NA,NA,NA,6046,NA
"EPIC 211945201 b",19.49213,6.12,27,NA,886,6025,1.18
