"pl_name","pl_orbper","pl_rade","pl_bmasse","pl_insol","pl_eqt","st_teff","st_mass"
"Kepler-547 b",6.01039754,NA,NA,NA,NA,4692,0.75
"Kepler-547 b",6.01038429,4.02,NA,82.31,768,4882,0.72
"Kepler-547 b",6.01038429,4.02,NA,82.31,768,4882,0.72
"Kepler-548 b",4.45419425,11.76,NA,252.22,1017,5359,0.81
"Kepler-548 b",4.45419434,12.21,NA,252.22,1016,5359,0.81
"Kepler-548 b",4.45419446,NA,NA,NA,NA,5353.54,0.93
"Kepler-548 b",4.4541913,11.1,NA,NA,984,5321,0.8
"Kepler-548 b",NA,11.428,NA,237.03,NA,5349,NA
"Kepler-548 b",4.45419425,NA,NA,NA,NA,5353.54,0.93
"Kepler-548 b",4.45419434,12.21,NA,252.22,1016,5359,0.81
"Kepler-548 b",4.45347215,13.183,NA,233.77,997,5353.54,NA
"Kepler-548 b",4.45419434,12.21,NA,252.22,1016,5359,0.81
"Kepler-548 b",4.45419434,11.99,NA,NA,NA,5535,0.93
"Kepler-549 b",42.95,3.1,11,NA,NA,NA,0.9
"Kepler-549 b",42.94953671,NA,NA,NA,NA,5259,0.9
"Kepler-549 b",42.9495649,2.66,NA,11.43,469,5467,0.84
"Kepler-549 b",42.9495649,2.66,NA,11.43,469,5467,0.84
"Kepler-549 b",42.949522,NA,NA,NA,NA,5259,0.9
"Kepler-549 b",42.95011,2.7,NA,NA,468,5461,0.85
"Kepler-549 b",NA,2.501,NA,9.55,NA,5333,NA
"Kepler-549 b",42.9495649,2.57,NA,NA,NA,5360,0.88
"Kepler-549 b",42.9495649,2.66,NA,11.43,469,5467,0.84
"Kepler-549 b",42.949522,2.98,NA,13.29,487,5312,0.86
"Kepler-549 b",42.94957774,NA,NA,NA,NA,5259,0.9
"Kepler-549 c",116.9562,3.4,NA,NA,335,5461,0.85
"Kepler-549 c",117.040498,2.93,NA,NA,NA,5360,0.88
"Kepler-549 c",117.040498,2.99,NA,3,336,5467,0.84
"Kepler-549 c",117.033521,NA,NA,NA,NA,5259,0.9
"Kepler-549 c",117.040498,2.99,NA,3,336,5467,0.84
"Kepler-549 c",117.033521,2.68,NA,3.49,349,5312,0.86
"Kepler-549 c",NA,2.252,NA,2.51,NA,5333,NA
"Kepler-549 c",117.04256631,NA,NA,NA,NA,5259,0.9
"Kepler-549 c",117.040498,2.99,NA,3,336,5467,0.84
"Kepler-55 b",27.9537959,3.35,NA,6.58,409,4505,0.65
"Kepler-55 b",27.9537959,3.35,NA,6.58,409,4505,0.65
"Kepler-55 b",27.9537959,3.46,NA,NA,NA,4508,0.72
"Kepler-55 b",27.9541337,1.9,NA,6.04,400,4500,0.71
"Kepler-55 b",27.9541337,NA,NA,NA,NA,4398,0.69
"Kepler-55 b",27.9653169,NA,NA,NA,NA,4398,0.69
"Kepler-55 b",27.9537959,3.35,NA,6.58,409,4505,0.65
"Kepler-55 b",27.95369,1.56,NA,NA,392,4509,0.63
"Kepler-55 b",27.9481449,2.43,NA,NA,NA,4362,0.62
"Kepler-55 b",NA,1.99,NA,6.64,NA,4503,NA
"Kepler-55 b",27.95,2.58,43,NA,NA,NA,0.65
"Kepler-55 c",42.1412664,27.87,NA,3.81,356,4505,0.65
"Kepler-55 c",42.1412664,27.87,NA,3.81,356,4505,0.65
"Kepler-55 c",42.14334,1.77,NA,NA,343,4509,0.63
"Kepler-55 c",42.1406089,NA,NA,NA,NA,4398,0.69
"Kepler-55 c",42.126,2.35,69.8,NA,NA,NA,0.65
"Kepler-55 c",42.12447819,NA,NA,NA,NA,4398,0.69
"Kepler-55 c",42.1412664,28.56,NA,NA,NA,4508,0.72
"Kepler-55 c",42.1516418,2.21,NA,NA,NA,4362,0.62
"Kepler-55 c",NA,1.938,NA,3.84,NA,4503,NA
"Kepler-55 c",42.1412664,27.87,NA,3.81,356,4505,0.65
"Kepler-55 c",42.1406089,1.85,NA,3.49,349,4500,0.71
"Kepler-55 d",2.21112285,1.64,NA,193.76,952,4505,0.65
"Kepler-55 d",2.21112285,1.64,NA,193.76,952,4505,0.65
"Kepler-55 d",2.21111699,NA,NA,NA,NA,4398,0.69
"Kepler-55 d",2.21111094,NA,NA,NA,NA,4398,0.69
"Kepler-55 d",2.2111068,1.59,NA,NA,906,4509,0.63
"Kepler-55 d",2.211099,1.59,NA,NA,NA,4503,NA
"Kepler-55 d",2.21112285,1.64,NA,193.76,952,4505,0.65
"Kepler-55 d",2.21112285,1.69,NA,NA,NA,4508,0.72
"Kepler-55 d",2.21111699,1.85,NA,177.19,931,4500,0.71
"Kepler-55 d",NA,1.939,NA,195,NA,4503,NA
"Kepler-55 e",4.61749056,1.62,NA,66.47,728,4500,0.71
"Kepler-55 e",NA,1.699,NA,73.16,NA,4503,NA
"Kepler-55 e",4.61746693,1.51,NA,72.56,744,4505,0.65
"Kepler-55 e",4.61757445,NA,NA,NA,NA,4398,0.69
"Kepler-55 e",4.617534,1.55,NA,NA,NA,4503,NA
"Kepler-55 e",4.61746693,1.51,NA,72.56,744,4505,0.65
"Kepler-55 e",4.61746693,1.54,NA,NA,NA,4508,0.72
"Kepler-55 e",4.61746693,1.51,NA,72.56,744,4505,0.65
"Kepler-55 e",4.61749056,NA,NA,NA,NA,4398,0.69
"Kepler-55 e",4.617519,1.34,NA,NA,712,4509,0.63
"Kepler-55 f",NA,1.828,NA,25.44,NA,4503,NA
"Kepler-55 f",10.19851808,1.6,NA,25.25,572,4505,0.65
"Kepler-55 f",10.19849255,1.75,NA,23.11,559,4500,0.71
"Kepler-55 f",10.19851808,1.62,NA,NA,NA,4508,0.72
"Kepler-55 f",10.19851808,1.6,NA,25.25,572,4505,0.65
"Kepler-55 f",10.19851808,1.6,NA,25.25,572,4505,0.65
"Kepler-55 f",10.198574,1.67,NA,NA,549,4509,0.63
"Kepler-55 f",10.19849255,NA,NA,NA,NA,4398,0.69
"Kepler-55 f",10.19852178,NA,NA,NA,NA,4398,0.69
"Kepler-55 f",10.198545,1.59,NA,NA,NA,4503,NA
"Kepler-550 b",8.60009931,NA,NA,NA,NA,5105,0.86
"Kepler-550 b",8.60010664,NA,NA,NA,NA,5105,0.86
"Kepler-550 b",8.60010411,4.28,NA,78.72,760,5246,0.75
"Kepler-550 b",8.60010411,4.28,NA,78.72,760,5246,0.75
"Kepler-550 b",8.600121,4.2,NA,NA,762,5256,0.78
"Kepler-550 b",NA,4.12,NA,77.26,NA,5248,NA
"Kepler-550 b",8.60010411,4.28,NA,78.72,760,5246,0.75
"Kepler-550 b",8.60009931,4.17,NA,78.72,760,5246,0.75
"Kepler-550 b",8.60010324,NA,NA,NA,NA,5105,0.86
"Kepler-550 b",8.60010411,4.42,NA,NA,NA,5322,0.87
"Kepler-551 b",12.376487,2.23,NA,NA,476,4282,0.59
"Kepler-551 b",NA,2.67,NA,14.39,NA,4202,NA
"Kepler-551 b",12.3764661,2.73,NA,NA,NA,4286,0.65
"Kepler-551 b",12.3764661,2.11,NA,6.12,401,3797,0.51
"Kepler-551 b",12.37646897,NA,NA,NA,NA,4202,0.66
"Kepler-551 b",12.3764467,NA,NA,NA,NA,4202,0.66
"Kepler-551 b",12.3764661,2.11,NA,6.12,401,3797,0.51
"Kepler-551 b",12.37647168,NA,NA,NA,NA,4202,0.66
"Kepler-551 b",12.37646897,2.53,NA,12.87,483,4200,0.62
"Kepler-551 b",12.3764661,2.11,NA,6.12,401,3797,0.51
"Kepler-552 b",5.26341679,NA,NA,NA,NA,5794.09,1.04
"Kepler-552 b",5.26341522,NA,NA,NA,NA,5794.09,1.04
"Kepler-552 b",5.26341577,3.86,NA,345.55,1100,6091,1.09
"Kepler-552 b",5.26341577,3.95,NA,NA,NA,5863,1.03
"Kepler-552 b",5.26341136,NA,NA,NA,NA,5794.09,1.04
"Kepler-552 b",5.26341577,3.86,NA,345.55,1100,6091,1.09
"Kepler-552 b",5.26341522,3.77,NA,349.4,1103,6099,1.1
"Kepler-552 b",5.2634076,3.5,NA,NA,1087,6045,1.03
"Kepler-552 b",5.26341577,3.86,NA,345.55,1100,6091,1.09
"Kepler-552 b",NA,3.822,NA,358.99,NA,6094,NA
"Kepler-553 b",4.03046679,NA,NA,NA,NA,5104,0.86
"Kepler-553 b",4.03046954,NA,NA,NA,NA,5104,0.86
"Kepler-553 b",4.03046804,4.86,NA,288.38,1051,5551,0.95
"Kepler-553 b",4.03046931,NA,NA,NA,NA,5104,0.86
"Kepler-553 b",4.03046804,4.86,NA,288.38,1051,5551,0.95
"Kepler-553 b",4.03046804,4.63,NA,NA,NA,5266,0.92
"Kepler-553 b",4.0304645,4.6,NA,NA,987,5262,0.79
"Kepler-553 b",NA,4.574,NA,210.01,NA,5182,NA
"Kepler-553 b",4.03046804,4.86,NA,288.38,1051,5551,0.95
"Kepler-553 b",4.03046679,4.48,NA,209.11,970,5234,0.93
"Kepler-553 c",328.240201,NA,NA,NA,NA,5104,0.86
"Kepler-553 c",328.2399546,11.2,NA,NA,NA,5266,0.92
"Kepler-553 c",328.2402,10.7,NA,NA,228,5262,0.79
"Kepler-553 c",328.23996369,NA,NA,NA,NA,5104,0.86
"Kepler-553 c",328.240201,10.99,NA,0.59,224,5234,0.93
"Kepler-553 c",328.2399546,11.83,NA,0.82,242,5551,0.95
"Kepler-553 c",328.2399546,11.83,NA,0.82,242,5551,0.95
"Kepler-553 c",NA,11.22,NA,0.6,NA,5182,NA
"Kepler-553 c",328.2399546,11.83,NA,0.82,242,5551,0.95
"Kepler-554 b",NA,4.617,NA,877.95,NA,5458,NA
"Kepler-554 b",1.90220856,3.92,NA,616.28,1271,5438,0.94
"Kepler-554 b",1.90220856,3.92,NA,616.28,1271,5438,0.94
"Kepler-554 b",1.90220856,3.92,NA,616.28,1271,5438,0.94
"Kepler-554 b",1.90220835,NA,NA,NA,NA,5344,0.92
"Kepler-554 b",1.90220773,NA,NA,NA,NA,5344,0.92
"Kepler-554 b",1.90221,3.6,NA,NA,1209,5363,0.86
"Kepler-554 b",1.90220856,4.29,NA,NA,NA,5447,0.93
"Kepler-554 b",1.90220865,4.45,NA,778.26,1346,5400,0.93
"Kepler-554 b",1.90220865,NA,NA,NA,NA,5344,0.92
"Kepler-555 b",16.21775407,2.83,NA,NA,NA,5894,1.03
"Kepler-555 b",16.21775407,2.22,NA,45.73,663,5834,0.88
"Kepler-555 b",16.21774917,2.22,NA,45.87,664,5837,0.89
"Kepler-555 b",16.217504,3,NA,NA,694,5889,1
"Kepler-555 b",16.21775407,2.22,NA,45.73,663,5834,0.88
"Kepler-555 b",16.21775407,2.22,NA,45.73,663,5834,0.88
"Kepler-555 b",NA,3.71,NA,129.37,NA,5845,NA
"Kepler-555 b",16.21771107,NA,NA,NA,NA,5901,1.07
"Kepler-555 b",16.21775587,NA,NA,NA,NA,5901,1.07
"Kepler-555 b",16.21774917,NA,NA,NA,NA,5901,1.07
"Kepler-556 b",11.72292176,2.13,NA,95.29,797,5957,1.03
"Kepler-556 b",11.72294988,NA,NA,NA,NA,5618.34,0.99
"Kepler-556 b",NA,2.013,NA,81.64,NA,5641,NA
"Kepler-556 b",11.72292176,2.13,NA,95.29,797,5957,1.03
"Kepler-556 b",11.72291212,NA,NA,NA,NA,5618.34,0.99
"Kepler-556 b",11.72292176,2.13,NA,95.29,797,5957,1.03
"Kepler-556 b",11.72291212,2.08,NA,81.46,766,5550,0.89
"Kepler-556 b",11.722936,2.2,NA,NA,792,5934,1.01
"Kepler-556 b",11.72291963,NA,NA,NA,NA,5618.34,0.99
"Kepler-556 b",11.72292176,2.24,NA,NA,NA,5740,1
"Kepler-557 b",3.70598955,2.4,NA,637.42,1281,6187,1
"Kepler-557 b",3.70597,2.55,NA,NA,1242,5935,1.09
"Kepler-557 b",3.70597181,NA,NA,NA,NA,5838.35,1.05
"Kepler-557 b",3.70599166,2.43,NA,637.42,1281,6187,1
"Kepler-557 b",3.70598955,2.4,NA,637.42,1281,6187,1
"Kepler-557 b",3.70598955,2.67,NA,NA,NA,6068,1.11
"Kepler-557 b",3.70599098,NA,NA,NA,NA,5838.35,1.05
"Kepler-557 b",NA,5.153,NA,2885.66,NA,6190,NA
"Kepler-557 b",3.70598955,2.4,NA,637.42,1281,6187,1
"Kepler-557 b",3.70599166,NA,NA,NA,NA,5838.35,1.05
"Kepler-558 b",29.00789166,2.64,NA,14.59,498,5295,0.86
"Kepler-558 b",29.00789166,NA,NA,NA,NA,5204,0.88
"Kepler-558 b",29.00789642,NA,NA,NA,NA,5204,0.88
"Kepler-558 b",29.00790538,2.34,NA,14.39,497,5292,0.86
"Kepler-558 b",NA,2.688,NA,15.23,NA,5295,NA
"Kepler-558 b",29.00790538,2.34,NA,14.39,497,5292,0.86
"Kepler-558 b",29.00790538,2.34,NA,14.39,497,5292,0.86
"Kepler-558 b",29.00790538,2.37,NA,NA,NA,5242,0.85
"Kepler-558 b",29.00788497,NA,NA,NA,NA,5204,0.88
"Kepler-558 b",29.0078,2.9,NA,NA,490,5257,0.81
"Kepler-559 b",17.58752333,4.17,NA,63.2,719,5602,0.94
"Kepler-559 b",17.58752333,3.61,NA,NA,NA,5630,0.96
"Kepler-559 b",17.58751692,NA,NA,NA,NA,5437,0.95
"Kepler-559 b",17.58752333,4.17,NA,63.2,719,5602,0.94
"Kepler-559 b",17.58751643,NA,NA,NA,NA,5437,0.95
"Kepler-559 b",17.58751692,4.03,NA,58.6,706,5433,0.9
"Kepler-559 b",NA,3.43,NA,42.54,NA,5433,NA
"Kepler-559 b",17.58753942,NA,NA,NA,NA,5437,0.95
"Kepler-559 b",17.587568,3.7,NA,NA,683,5517,0.84
"Kepler-559 b",17.58752333,4.17,NA,63.2,719,5602,0.94
"Kepler-56 b",10.501,5.1,32,NA,NA,NA,1.4
"Kepler-56 b",10.5007712,5.68,NA,852.28,1378,4838,1.38
"Kepler-56 b",10.50106713,NA,NA,NA,NA,4819.44,NA
"Kepler-56 b",10.501,6.51,236.2,NA,NA,NA,1.32
"Kepler-56 b",NA,NA,30,NA,NA,4819.44,NA
"Kepler-56 b",10.5007712,NA,NA,NA,NA,4819.44,NA
"Kepler-56 b",10.5007334,4.96,NA,828.32,1368,4840,1.32
"Kepler-56 b",NA,5.393,NA,819.25,NA,4912,NA
"Kepler-56 b",10.50343,3.84,NA,NA,1196,4931,1.36
"Kepler-56 b",10.5007334,4.96,NA,828.32,1368,4840,1.32
"Kepler-56 b",10.5007334,4.96,NA,828.32,1368,4840,1.32
"Kepler-56 b",10.5034294,3.84,NA,NA,NA,4931,1.37
"Kepler-56 b",10.5016,6.51,22.1,NA,NA,4840,1.32
"Kepler-56 b",10.5007334,4.5,NA,NA,NA,4911,1.29
"Kepler-56 c",21.40569598,NA,NA,NA,NA,4819.44,NA
"Kepler-56 c",21.4054901,11.34,NA,320.44,1079,4840,1.32
"Kepler-56 c",21.405,10.6,137.6,NA,NA,NA,1.4
"Kepler-56 c",21.405,9.8,286.8,NA,NA,NA,1.32
"Kepler-56 c",21.4054422,11.64,NA,330,1087,4838,1.38
"Kepler-56 c",21.4050484,7.85,NA,NA,NA,4931,1.37
"Kepler-56 c",21.4054901,11.34,NA,320.44,1079,4840,1.32
"Kepler-56 c",NA,NA,195,NA,NA,4819.44,NA
"Kepler-56 c",NA,11.051,NA,317.21,NA,4912,NA
"Kepler-56 c",21.40239,9.8,181,NA,NA,4840,1.32
"Kepler-56 c",21.4054901,11.34,NA,320.44,1079,4840,1.32
"Kepler-56 c",21.40505,7.86,NA,NA,944,4931,1.36
"Kepler-56 c",21.4054901,11.43,NA,NA,NA,4911,1.29
"Kepler-56 c",21.4054422,NA,NA,NA,NA,4819.44,NA
"Kepler-56 d",1002,NA,1784,NA,NA,4819.44,NA
"Kepler-560 b",18.47762694,1.55,NA,1.21,267,3395,0.27
"Kepler-560 b",NA,2.208,NA,2.46,NA,3389,NA
"Kepler-560 b",18.47760503,NA,NA,NA,NA,3569,0.4
"Kepler-560 b",18.47762694,NA,NA,NA,NA,3569,0.4
"Kepler-560 b",18.47764449,1.57,NA,1.26,270,3387,0.3
"Kepler-560 b",18.47764449,1.57,NA,1.26,270,3387,0.3
"Kepler-560 b",18.47763641,NA,NA,NA,NA,3569,0.4
"Kepler-560 b",18.47764449,1.57,NA,1.26,270,3387,0.3
"Kepler-560 b",18.47764449,1.72,NA,NA,NA,3556,0.34
"Kepler-560 b",18.477644,1.47,NA,1.18,298,3430,0.27
"Kepler-560 b",18.477659,2.42,NA,NA,348,3726,0.49
"Kepler-560 b",18.4776196,1.93,NA,NA,NA,3502,0.38
"Kepler-561 b",58.3620495,7.04,NA,9.33,446,5592,0.97
"Kepler-561 b",58.36205791,NA,NA,NA,NA,5408.89,0.94
"Kepler-561 b",58.36209,6.5,NA,NA,434,5488,0.85
"Kepler-561 b",58.3620495,7.04,NA,9.33,446,5592,0.97
"Kepler-561 b",58.3620495,7.04,NA,9.33,446,5592,0.97
"Kepler-561 b",58.36206265,NA,NA,NA,NA,5408.89,0.94
"Kepler-561 b",58.36205791,7.02,NA,9.33,446,5592,0.97
"Kepler-561 b",58.3620495,6.96,NA,NA,NA,5646,0.96
"Kepler-561 b",58.36201579,NA,NA,NA,NA,5408.89,0.94
"Kepler-561 b",NA,6.567,NA,7.57,NA,5479,NA
"Kepler-561 c",5.35015611,NA,NA,NA,NA,5408.89,0.94
"Kepler-561 c",5.35016198,2.66,NA,226.02,989,5592,0.97
"Kepler-561 c",5.35016198,2.66,NA,226.02,989,5592,0.97
"Kepler-561 c",5.35016198,2.68,NA,NA,NA,5646,0.96
"Kepler-561 c",5.35016198,2.66,NA,226.02,989,5592,0.97
"Kepler-561 c",5.35016878,NA,NA,NA,NA,5408.89,0.94
"Kepler-561 c",NA,2.431,NA,183.17,NA,5479,NA
"Kepler-561 c",5.35015611,2.6,NA,226.02,989,5592,0.97
"Kepler-561 c",5.35015554,NA,NA,NA,NA,5408.89,0.94
"Kepler-561 c",5.350193,2.5,NA,NA,959,5488,0.85
"Kepler-562 b",18.00931444,5.12,NA,44.29,658,5815,0.97
"Kepler-562 b",18.009297,5,NA,NA,659,5803,0.97
"Kepler-562 b",NA,6.089,NA,67.44,NA,5823,NA
"Kepler-562 b",18.00931444,5.12,NA,44.29,658,5815,0.97
"Kepler-562 b",18.00931444,5.21,NA,NA,NA,5575,0.93
"Kepler-562 b",18.00931444,5.12,NA,44.29,658,5815,0.97
"Kepler-562 b",18.0093215,NA,NA,NA,NA,5597,0.99
"Kepler-562 b",18.00932214,4.96,NA,44.29,658,5815,0.97
"Kepler-562 b",18.00932214,NA,NA,NA,NA,5597,0.99
"Kepler-562 b",18.00932345,NA,NA,NA,NA,5597,0.99
"Kepler-563 b",NA,2.998,NA,18.74,NA,5157,NA
"Kepler-563 b",22.18431103,NA,NA,NA,NA,5040.89,0.84
"Kepler-563 b",22.18432708,3.33,NA,21.06,546,5157,0.77
"Kepler-563 b",22.184312,3.4,NA,NA,529,5129,0.76
"Kepler-563 b",22.18431824,3.18,NA,21.06,546,5157,0.77
"Kepler-563 b",22.18431824,NA,NA,NA,NA,5040.89,0.84
"Kepler-563 b",22.18435139,NA,NA,NA,NA,5040.89,0.84
"Kepler-563 b",22.18432708,3.09,NA,NA,NA,5066,0.8
"Kepler-563 b",22.18432708,3.33,NA,21.06,546,5157,0.77
"Kepler-563 b",22.18432708,3.33,NA,21.06,546,5157,0.77
"Kepler-564 b",3.7508299,4.2,NA,NA,1068,5674,0.94
"Kepler-564 b",3.75083342,NA,NA,NA,NA,5582.29,0.99
"Kepler-564 b",3.75083228,4.74,NA,383.77,1129,5776,1.07
"Kepler-564 b",3.75083254,NA,NA,NA,NA,5582.29,0.99
"Kepler-564 b",NA,4.627,NA,389.4,NA,5780,NA
"Kepler-564 b",3.75083293,NA,NA,NA,NA,5582.29,0.99
"Kepler-564 b",3.75083228,4.74,NA,383.77,1129,5776,1.07
"Kepler-564 b",3.75083228,4.74,NA,383.77,1129,5776,1.07
"Kepler-564 b",3.75083228,4.63,NA,NA,NA,5626,0.95
"Kepler-564 b",3.75083293,4.61,NA,383.77,1129,5776,1.07
"Kepler-565 b",4.2437481,3.16,NA,301.46,1063,5873,0.93
"Kepler-565 b",4.24374723,3.22,NA,299.93,1061,5876,0.93
"Kepler-565 b",4.24374723,3.64,NA,NA,NA,5735,0.98
"Kepler-565 b",4.24374723,3.22,NA,299.93,1061,5876,0.93
"Kepler-565 b",4.2437481,NA,NA,NA,NA,NA,NA
"Kepler-565 b",4.24374723,3.22,NA,299.93,1061,5876,0.93
"Kepler-565 b",4.243743,3.4,NA,NA,1096,5905,1.01
"Kepler-565 b",4.2437395,NA,NA,NA,NA,NA,NA
"Kepler-566 b",NA,2.161,NA,16.88,NA,4766,NA
"Kepler-566 b",18.42787,2.2,NA,NA,565,5141,0.76
"Kepler-566 b",18.42794624,2.15,NA,NA,NA,5132,0.83
"Kepler-566 b",18.42792967,NA,NA,NA,NA,4889.31,0.8
"Kepler-566 b",18.42794624,2.08,NA,24.64,568,5140,0.74
"Kepler-566 b",18.42794624,2.08,NA,24.64,568,5140,0.74
"Kepler-566 b",18.42794957,NA,NA,NA,NA,4889.31,0.8
"Kepler-566 b",18.42795886,NA,NA,NA,NA,4889.31,0.8
"Kepler-566 b",18.42794624,2.08,NA,24.64,568,5140,0.74
"Kepler-566 b",18.42794957,2.24,NA,18.05,526,4768,0.76
"Kepler-567 b",16.54295261,NA,NA,NA,NA,4960,0.82
"Kepler-567 b",16.54297375,2.25,NA,NA,NA,5148,0.84
"Kepler-567 b",16.54295261,2.31,NA,32.94,611,5215,0.9
"Kepler-567 b",16.54297375,2.42,NA,32.94,611,5215,0.9
"Kepler-567 b",16.54296952,NA,NA,NA,NA,4960,0.82
"Kepler-567 b",16.54301,2.2,NA,NA,575,5091,0.75
"Kepler-567 b",16.54297375,2.42,NA,32.94,611,5215,0.9
"Kepler-567 b",16.54300162,NA,NA,NA,NA,4960,0.82
"Kepler-567 b",16.54297375,2.42,NA,32.94,611,5215,0.9
"Kepler-567 b",NA,2.052,NA,26.14,NA,5214,NA
"Kepler-568 b",11.0234748,NA,NA,NA,NA,3640,0.54
"Kepler-568 b",11.02347475,2.11,NA,7.23,418,3744,0.52
"Kepler-568 b",11.023423,2.64,NA,NA,434,3877,0.52
"Kepler-568 b",NA,2.507,NA,8.37,NA,3744,NA
"Kepler-568 b",11.0234748,2.46,NA,8.04,429,3744,0.55
"Kepler-568 b",11.02347673,NA,NA,NA,NA,3640,0.54
"Kepler-568 b",11.02346978,NA,NA,NA,NA,3640,0.54
"Kepler-568 b",11.02347475,2.11,NA,7.23,418,3744,0.52
"Kepler-568 b",11.02347475,2.11,NA,7.23,418,3744,0.52
"Kepler-568 b",11.02347475,2.26,NA,NA,NA,3768,0.55
"Kepler-569 b",34.18883069,NA,NA,NA,NA,5690,1.01
"Kepler-569 b",34.18897038,NA,NA,NA,NA,5690,1.01
"Kepler-569 b",NA,3.014,NA,19.31,NA,5560,NA
"Kepler-569 b",34.18890521,3.06,NA,20.69,544,5851,1.01
"Kepler-569 b",34.18890521,3.06,NA,20.69,544,5851,1.01
"Kepler-569 b",34.18884323,NA,NA,NA,NA,5690,1.01
"Kepler-569 b",34.18890521,3.16,NA,NA,NA,5616,0.95
"Kepler-569 b",34.18884323,2.97,NA,18.05,526,5515,0.89
"Kepler-569 b",34.18896,3.4,NA,NA,537,5823,0.98
"Kepler-569 b",34.18890521,3.06,NA,20.69,544,5851,1.01
"Kepler-57 b",5.729,2.37,118.1,NA,NA,NA,0.88
"Kepler-57 b",5.72932862,3.11,NA,NA,NA,5390,0.88
"Kepler-57 b",5.729319,2.23,NA,NA,827,5294,0.84
"Kepler-57 b",5.72931758,NA,NA,NA,NA,5170.32,0.88
"Kepler-57 b",5.72931758,2.41,NA,123.03,850,5320,0.88
"Kepler-57 b",5.7293196,2.19,115,NA,NA,5145,0.83
"Kepler-57 b",5.72932862,2.91,NA,124.97,853,5324,0.88
"Kepler-57 b",5.72932862,2.91,NA,124.97,853,5324,0.88
"Kepler-57 b",5.72932015,NA,NA,NA,NA,5170.32,0.88
"Kepler-57 b",5.72932402,NA,NA,NA,NA,5170.32,0.88
"Kepler-57 b",NA,2.53,NA,124.35,NA,5203,NA
"Kepler-57 b",5.72932862,2.91,NA,124.97,853,5324,0.88
"Kepler-57 c",11.60908533,NA,NA,NA,NA,5170.32,0.88
"Kepler-57 c",11.60914938,NA,NA,NA,NA,5170.32,0.88
"Kepler-57 c",11.60907117,45.65,NA,48.72,674,5324,0.88
"Kepler-57 c",11.60907117,48.42,NA,NA,NA,5390,0.88
"Kepler-57 c",NA,1.789,NA,48.57,NA,5203,NA
"Kepler-57 c",11.60907117,45.65,NA,48.72,674,5324,0.88
"Kepler-57 c",11.60907117,45.65,NA,48.72,674,5324,0.88
"Kepler-57 c",11.6092567,1.55,9.1,NA,NA,5145,0.83
"Kepler-57 c",11.609,1.68,7.4,NA,NA,NA,0.88
"Kepler-57 c",11.609257,1.58,NA,NA,652,5294,0.84
"Kepler-57 c",11.60908533,1.71,NA,48.06,671,5320,0.88
"Kepler-570 b",4.301662,2.45,NA,NA,NA,5496,0.93
"Kepler-570 b",4.301662,2.36,NA,244.48,1008,5480,0.88
"Kepler-570 b",4.301671,2.5,NA,NA,1000,5447,0.84
"Kepler-570 b",4.30165843,2.42,NA,244.48,1009,5480,0.88
"Kepler-570 b",4.301662,2.36,NA,244.48,1008,5480,0.88
"Kepler-570 b",4.30166471,NA,NA,NA,NA,5363.89,0.93
"Kepler-570 b",4.30168401,NA,NA,NA,NA,5363.89,0.93
"Kepler-570 b",4.30165843,NA,NA,NA,NA,5363.89,0.93
"Kepler-570 b",NA,2.256,NA,214.04,NA,5481,NA
"Kepler-570 b",4.301662,2.36,NA,244.48,1008,5480,0.88
"Kepler-571 b",4.79859939,2.64,NA,NA,NA,5527,0.93
"Kepler-571 b",4.79859939,2.49,NA,217.77,980,5632,0.93
"Kepler-571 b",4.798625,2.46,NA,NA,964,5604,0.93
"Kepler-571 b",4.79860021,NA,NA,NA,NA,5462,0.95
"Kepler-571 b",4.79862186,NA,NA,NA,NA,5462,0.95
"Kepler-571 b",NA,2.517,NA,219.04,NA,5637,NA
"Kepler-571 b",4.79859939,2.49,NA,217.77,980,5632,0.93
"Kepler-571 b",4.79859939,2.49,NA,217.77,980,5632,0.93
"Kepler-571 b",4.79860021,2.51,NA,216.54,978,5631,0.95
"Kepler-571 b",4.79860846,NA,NA,NA,NA,5462,0.95
"Kepler-572 b",NA,2.444,NA,26.89,NA,5217,NA
"Kepler-572 b",17.20520128,NA,NA,NA,NA,5106.6,0.86
"Kepler-572 b",17.20523483,2.29,NA,22.18,553,5208,0.77
"Kepler-572 b",17.20523483,2.29,NA,22.18,553,5208,0.77
"Kepler-572 b",17.20522898,2.22,NA,22.05,553,5211,0.77
"Kepler-572 b",17.205222,2.46,NA,NA,565,5254,0.83
"Kepler-572 b",17.20523483,2.29,NA,22.18,553,5208,0.77
"Kepler-572 b",17.20523483,2.58,NA,NA,NA,5212,0.83
"Kepler-572 b",17.20522842,NA,NA,NA,NA,5106.6,0.86
"Kepler-572 b",17.20522898,NA,NA,NA,NA,5106.6,0.86
"Kepler-573 b",22.18339,2.44,NA,NA,629,5911,1.01
"Kepler-573 b",22.18329658,2.06,NA,27.32,583,5843,0.83
"Kepler-573 b",22.18329658,2.06,NA,27.32,583,5843,0.83
"Kepler-573 b",22.18333217,NA,NA,NA,NA,5623.39,1
"Kepler-573 b",22.18332255,NA,NA,NA,NA,5623.39,1
"Kepler-573 b",22.18329658,2.06,NA,27.32,583,5843,0.83
"Kepler-573 b",22.18332255,2.78,NA,41.24,646,5565,0.89
